Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Great Comp and Great place to start career but do not truly care about customers,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW76881584.htm,3.0,"May 29, 2023",Financial Consultant,"Current Employee, more than 5 years",,Pros,Amazing pay for start of career. Good training for fundamental concepts but once this is established not a place for creative concepts and independent thinking. Management wants you to ask same questions and run same exact process on every single client regardless of situation.,Cons,"Middle management doesn’t care about clients and relationships. This is strictly a sales role and very minimally a planning role. I think if upper management knew how investor centers were being run and how churning clients and quick selling was being pushed they would be disturbed. Clients usually sell out of managed money within 5 years bc they were falsely sold, they’ve had advisor turnover once or twice in that timeframe, and managed accounts underperform their own asset manager funds. If you want a real financial planning career go to an RIA after 1-2 years in this role",13
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81687222.htm,5.0,"Nov 9, 2023",Workplace Planning Consultant,Former Employee,"Westlake, TX",Pros,"Benefits, culture, camaraderie, home office is very nice. Work from home or office, free equipment and 7% 401k match with surprise bonuses",Cons,None! Work hard and reap the rewards.,1
Tied to the phones,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81164944.htm,5.0,"Oct 22, 2023",Workplace Planning Associate,"Current Employee, more than 1 year","Westlake, TX",Pros,"8 hours of phones. IF you love talking to people then it would be a great fit for you. Not hating on the job at all, you can really help people. But talking to people for 8 hours is not for me.",Cons,Stuck to your desk on the phones.,3
It's pretty good,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81778172.htm,4.0,"Nov 13, 2023",Investment Solutions Representative,"Current Employee, less than 1 year","Merrimack, NH",Pros,Company is great benefits are great people are nice,Cons,Phones are not fun ever,2
Sexual Harrassment & Mandatory Overtime,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81435087.htm,1.0,"Oct 31, 2023",BROKERAGE SERVICE Representative,"Former Employee, more than 3 years","Smithfield, RI",Pros,In retrospect it's a very dark aura. Mandatory Overtime. Sexual Harrassment,Cons,"Sexual Harrassment by High Level Management. The Company"" does not stand by it's Anti-Harassment Policies. It's nothing more than words on paper.",3
Solid firm,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81795845.htm,4.0,"Nov 14, 2023",Central Relationship Manager,"Current Employee, more than 5 years",,Pros,"Great benefits, great people, work life balance",Cons,Limited roles for work from home,
Would recommend,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81096880.htm,5.0,"Oct 19, 2023",Senior Scrum Master,"Current Employee, more than 3 years","Burlington, VT",Pros,"Work life balance, focus on investing in people, lots of opportunity, great benefits",Cons,"Few. It's hard to get a pay bump, and I'm not a huge fan of bonuses (they're taxed heavily - not Fidelity's fault, but I wish I could opt out for a base pay bump)",1
"Incredible company, but could care more about employees",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW80819722.htm,3.0,"Oct 10, 2023",Retirement Brokerage Services Representative,Former Employee,,Pros,-Generous retirement matching & other benefits. -Excellent facilities. -Paid time for continuing education.,Cons,"-Quarterly bonus affected by negative customer surveys, even if the customer had a good experience with you. -High turnover leaves highly specialized groups with low staffing, adding the customer frustration/wait time. -Potentially stressful work with very little breaks/downtime, especially during periods of high call volume.",3
Was alright,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW77773202.htm,3.0,"Jun 27, 2023",Customer Service Representative,"Former Employee, less than 1 year","Albuquerque, NM",Pros,"They have great benefits, will match 401K after 1 year of employment. The pay was good and they had some great options for bonuses and some overtime.",Cons,Was very stressful. The training was very long and yet was somehow left feeling like I barely knew anything. Felt very sink or swim. They want you to try and completely resolve all of the issues for the customers without having all of the resources and are very hesitant to allow a manager take over a call for some reason.,5
Great for new professionals.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW79377473.htm,3.0,"Aug 22, 2023",Customer Relationship Advocate,"Current Employee, more than 1 year","Jacksonville, FL",Pros,"Great job for young professionals, new graduates, and people without a college education. Lots of room for growth and development. Generally positive coworkers and managers.",Cons,"Very political. ""Who you know"" culture, not ""what you know"". Management keeps slowly wiping away benefits, most namely remote work. Roles that were fully remote prior to Covid are now being required to come into office based on some weird political anti-WFH movement. Pay is below industry standard for mid career professionals.",5
Great Employer,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW81265124.htm,5.0,"Oct 25, 2023",Workplace Planning Consultant I,"Current Employee, more than 3 years","Dallas, TX",Pros,"Amazing benefits, clear on expectations that are needed for promotion, great career program to become an excellent advisor",Cons,"Base salary for this role could be higher. Appropriate Base Salary for 2019 Cost of living, but life has gotten more expensive since. Would be good to have a pay bump in base salary",
Fidelity takes good care of its people,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW78887902.htm,5.0,"Aug 5, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Durham, NC",Pros,"If clients are nasty and offensive on the phone, Fidelity will discontinue business with them regardless of their assets held. Fidelity has their employees' backs. I appreciate that. Great benefits, work from home 3 out of 4 weeks a month, lots of paid breaks. Amazing opportunities for advancement - I've already received a promotion to a higher paying job and I'm only a month out of training. By the way - I had October-June training. Paid! Mostly from home! It's unheard of. I appreciated it immensely. Tons of support and resources.",Cons,"So far, none! I've been there for 10 months so far - I'm treated fairly and the job is great for someone like me who enjoys talking on the phone.",7
